ï»¿업체명,주소,전화번호,업종,지역,홈페이지,이메일,플레이스URL,톡톡활성
밴스의원 제주,제주특별자치도 제주시 노형동 917-6 201호,064-803-0024,피부과,제주,https://jeju.vandsclinic.co.kr/,,https://m.place.naver.com/place/1887293691,Y
로하스의원,제주특별자치도 제주시 아라일동 6035-1 3층 301호,,피부과,제주,http://lohasclinic.co.kr/,,https://m.place.naver.com/place/12022382,Y
압구정서울성형외과의원,서울특별시 강남구 신사동 598 압구정서울성형외과의원,02-547-5100,성형외과,서울,https://www.asps.co.kr/,,https://m.place.naver.com/place/11531189,Y
서울성형외과의원 노원,서울특별시 노원구 상계동 727 덕영빌딩 3층 서울성형외과의원,02-3392-2222,성형외과,서울,https://blog.naver.com/doctorseoul,,https://m.place.naver.com/place/19521548,Y
글로벌서울성형외과의원,서울특별시 강남구 신사동 634-5 글로벌메디컬빌딩,,성형외과,서울,,,https://m.place.naver.com/place/19534483,Y
청담서울성형외과의원,서울특별시 강남구 청담동 46-19,,성형외과,서울,http://www.cdseoulps.com/,,https://m.place.naver.com/place/11820940,Y
서울연세병원,"서울특별시 마포구 용강동 473-1 지하1층, 지상 2층~6층",,성형외과,서울,http://www.syshand.com/,,https://m.place.naver.com/place/13537204,Y
디에이치성형외과의원 부산서면역,부산광역시 부산진구 부전동 486-6 성원메디컬빌딩 11층-12층,1644-7520,성형외과,부산,http://www.danielhanps.com/,,https://m.place.naver.com/place/36604674,Y
티엔티성형외과의원 부산서면역,부산광역시 부산진구 부전동 242-13 5층,,성형외과,부산,https://www.ps-tnt.co.kr,,https://m.place.naver.com/place/2052767779,Y
뉴스타일성형외과의원 부산서면역,부산광역시 부산진구 부전동 516-63 뉴스타일성형외과의원,051-817-0303,성형외과,부산,http://www.newstyleclinic.co.kr/,,https://m.place.naver.com/place/13334868,Y
밸런스성형외과의원 부산서면역,부산광역시 부산진구 부전동 516-32 2~5층,,성형외과,부산,https://buly.kr/3CNzxbh,,https://m.place.naver.com/place/1514854759,Y
리프트리성형외과의원 부산서면역,"부산광역시 부산진구 부전동 502-23 3, 4층",,성형외과,부산,https://liftreeps.com,,https://m.place.naver.com/place/2038785394,Y
리프트성형외과의원,"대구광역시 중구 봉산동 150-1 3,11,12층",1544-9186,성형외과,대구,https://www.vlifting.com/,,https://m.place.naver.com/place/36466450,Y
엣지성형외과의원,대구광역시 중구 봉산동 35-1 2층~4층 엣지성형외과의원,053-710-7107,성형외과,대구,http://edge1.co.kr,,https://m.place.naver.com/place/1278451550,Y
이신일그레이스성형외과의원,대구광역시 중구 동성로2가 70-1 3층 이신일그레이스성형외과,,성형외과,대구,https://blog.naver.com/grace4221144,,https://m.place.naver.com/place/1372696113,Y
리팅성형외과의원 대구,"대구광역시 수성구 범어동 43-8 7, 9, 10층",1666-8010,성형외과,대구,https://bit.ly/3Yb9A79,,https://m.place.naver.com/place/1747087671,Y
브이성형외과의원,"대구광역시 중구 삼덕동2가 17-1 브이스퀘어 1, 4, 5층",1577-2604,성형외과,대구,http://www.vbeauty.co.kr/,,https://m.place.naver.com/place/12943061,Y
타미성형외과의원 인천점,인천광역시 남동구 구월동 1469-1 푸른세상빌딩 11층 타미성형외과 인천점,,성형외과,인천,https://m.site.naver.com/1xpnh,,https://m.place.naver.com/place/34129370,Y
오르성형외과의원,인천광역시 남동구 구월동 1174-12 3~4층,,성형외과,인천,http://orps.co.kr/,,https://m.place.naver.com/place/34604998,Y
엘리트성형외과의원,인천광역시 남동구 구월동 1128-3 엔타스빌딩 7층,,성형외과,인천,https://www.elitelady.co.kr/,,https://m.place.naver.com/place/11891093,Y
더한스메디의원,인천광역시 남동구 구월동 1250-4,032-465-2004,성형외과,인천,http://www.thehansmc.com/,,https://m.place.naver.com/place/1072144138,Y
청담이지성형외과의원,"인천광역시 남동구 구월동 1469-1 12층 1201호, 1202호",,성형외과,인천,http://www.cdez.co.kr/,,https://m.place.naver.com/place/1933474621,Y
2030미라인외과의원,"광주광역시 서구 광천동 38-2 7층, 8층",062-368-2007,성형외과,광주,http://www.2030miline.com/,,https://m.place.naver.com/place/11850006,Y
코앤영의원,광주광역시 서구 치평동 279-13 2층 (접수센터),1577-0693,성형외과,광주,http://cnyps.co.kr,,https://m.place.naver.com/place/1719704003,Y
비엘의원,광주광역시 광산구 우산동 1581-3 4층 비엘의원,062-369-9336,성형외과,광주,http://yesbl.co.kr/,,https://m.place.naver.com/place/38217601,Y
드림업성형외과의원,광주광역시 서구 농성동 417-36 3층,062-451-7500,성형외과,광주,https://blog.naver.com/dreamup101,,https://m.place.naver.com/place/35419297,Y
톱스타성형외과의원,광주광역시 서구 치평동 1251-3 6층,,성형외과,광주,http://www.topstarps.com/,,https://m.place.naver.com/place/36869634,Y
페이스성형외과의원,대전광역시 서구 둔산동 1040 둔산미래빌딩 3층,,성형외과,대전,http://www.faceps.com/,,https://m.place.naver.com/place/35167885,Y
희소성형외과의원,대전광역시 서구 둔산동 1166 8층 801호,042-721-7600,성형외과,대전,https://www.heesops.co.kr,,https://m.place.naver.com/place/1156007070,Y
비포애프성형외과의원,대전광역시 서구 둔산동 1033 대우토피아 2층,,성형외과,대전,https://b4fps.com,,https://m.place.naver.com/place/1200311329,Y
어울림성형외과의원,대전광역시 서구 둔산동 1126 5층,1833-8633,성형외과,대전,http://www.eoullim-ps.com/,,https://m.place.naver.com/place/36939602,Y
엔브이성형외과의원,"울산광역시 남구 삼산동 1525-6 JS메디컬센터 8층, 9층",,성형외과,울산,http://nvps.co.kr,,https://m.place.naver.com/place/1510223743,Y
이유성형외과의원,울산광역시 중구 옥교동 82-1 상가동 3층,052-244-2626,성형외과,울산,https://blog.naver.com/euplastic,,https://m.place.naver.com/place/106797665,Y
메디아트의원,울산광역시 남구 삼산동 1525-8 신세계안과옆 할리스커피 4층,052-258-7582,성형외과,울산,http://www.mediartclinic.co.kr/,,https://m.place.naver.com/place/12034731,Y
제우스성형외과의원,울산광역시 남구 삼산동 1525-6 7층,,성형외과,울산,http://zeus-clinic.com/,,https://m.place.naver.com/place/1868551101,Y
임윤섭성형외과의원,울산광역시 남구 무거동 272-12 한솔애플타워 3층 302호,052-221-6000,성형외과,울산,https://blog.naver.com/aktnzxxew,,https://m.place.naver.com/place/1751757806,Y
연세플러스의원,"경기도 수원시 팔달구 인계동 1038-2 세영빌딩 5층 , 연세플러스의원",,성형외과,수원,https://blog.naver.com/oooo65df,,https://m.place.naver.com/place/34738619,Y
고은미인의원,경기도 수원시 영통구 영통동 996-4 보보스프라자 7층,031-203-5575,성형외과,수원,http://www.gounmiin.co.kr/,,https://m.place.naver.com/place/31160882,Y
미세성형외과의원,경기도 수원시 팔달구 인계동 1038-5 2층,,성형외과,수원,http://www.miseps.com,,https://m.place.naver.com/place/1533747966,Y
뉴니스의원수원,경기도 수원시 팔달구 인계동 1113-11 6층 602호,031-239-7545,성형외과,수원,http://pf.kakao.com/_mNGGxj/chat,,https://m.place.naver.com/place/37101111,Y
명성형외과의원,경기도 수원시 영통구 영통동 995-2 미네시티,031-273-9200,성형외과,수원,,,https://m.place.naver.com/place/11582898,Y
아젤린의원 정자,경기도 성남시 분당구 정자동 156-1 젤존타워3 3층 306호,,성형외과,성남,http://www.azelin.co.kr/,,https://m.place.naver.com/place/37745081,Y
행복한여우의원,경기도 성남시 분당구 서현동 254-4 . 704호,031-707-8878,성형외과,성남,http://happyfox.co.kr/,,https://m.place.naver.com/place/12766928,Y
리앤업성형외과의원,경기도 성남시 분당구 삼평동 656 삼도타워 11층,,성형외과,성남,https://www.renupclinic.com/,,https://m.place.naver.com/place/822303214,Y
원탑성형외과의원,경기도 성남시 수정구 신흥동 4124 신흥역시네마타워 (롯데시네마타워) 5층 525-9호,031-734-7588,성형외과,성남,http://onetopps.co.kr/,,https://m.place.naver.com/place/1697473253,Y
MS 성형외과의원,경기도 성남시 분당구 정자동 17-6 정자역프라자 4층,,성형외과,성남,http://www.mindspring.co.kr/,,https://m.place.naver.com/place/20136568,Y
오킴스오성형외과의원,경기도 고양시 일산동구 장항동 861 501호,031-906-8222,성형외과,고양,https://ohkimso.co.kr,,https://m.place.naver.com/place/1241533202,Y
예지안의원,경기도 고양시 일산서구 주엽동 66-1 일송노블레스 303호,031-925-4824,성형외과,고양,http://www.yejian.co.kr/,,https://m.place.naver.com/place/11587719,Y
오킴스케이성형외과의원,경기도 고양시 일산동구 장항동 861 5층,031-906-3222,성형외과,고양,https://blog.naver.com/zxcvbnmzoz,,https://m.place.naver.com/place/1287285662,Y
자이언성형외과의원,경기도 고양시 일산서구 주엽동 72-2 한솔코아,031-919-5955,성형외과,고양,http://www.beauty119.co.kr/,,https://m.place.naver.com/place/12958797,Y
더봄의원,경기도 고양시 일산동구 장항동 859-1 진원프라자 5층 더봄의원,031-906-7688,성형외과,고양,http://www.vomilsan.com/index.php?idx=ct_5bb3078def443/ct_5c7dd14d25ded,,https://m.place.naver.com/place/37912578,Y
청춘의원,경기도 용인시 수지구 성복동 67-6 4층,02-544-2288,성형외과,용인,https://ccps.co.kr,,https://m.place.naver.com/place/1668683889,Y
연세성형외과의원,경기도 용인시 처인구 역북동 746 2층 201호,1577-1585,성형외과,용인,https://blog.naver.com/yonseiyongin,,https://m.place.naver.com/place/1800695792,Y
고은하늘성형외과의원,경기도 용인시 수지구 풍덕천동 1078,031-272-6001,성형외과,용인,,,https://m.place.naver.com/place/1556535568,Y
더아이비의원,경기도 용인시 수지구 상현동 1131-2 세현빌딩 5층,031-281-2881,성형외과,용인,https://www.instagram.com/the_ivyclinic,,https://m.place.naver.com/place/13229982,Y
더미스성형외과의원,경기도 용인시 수지구 풍덕천동 712 오성빌딩 4층,031-276-2211,성형외과,용인,https://blog.naver.com/dermispsps,,https://m.place.naver.com/place/35346507,Y
와인성형외과의원,충청북도 청주시 상당구 문화동 93-1 나보나스퀘어 1층 ~ 2층,043-259-6000,성형외과,청주,http://www.wyneps.co.kr,,https://m.place.naver.com/place/1225703841,Y
잇츠미의원 청주,충청북도 청주시 흥덕구 가경동 1449-3 터미널타워 4층,,성형외과,청주,http://cj.its-me.co.kr/,,https://m.place.naver.com/place/31699897,Y
연세성형외과의원,충청북도 청주시 흥덕구 강서동 526 굿샘빌딩 7층,1577-1585,성형외과,청주,http://www.ysbeauty.co.kr/,,https://m.place.naver.com/place/1800695792,Y
마이크로병원,충청북도 청주시 흥덕구 복대동 850-3 마이크로병원,02-970-0900,성형외과,청주,http://www.micromedicalcenter.com/,,https://m.place.naver.com/place/13149230,Y
아이에스성형외과의원,충청북도 청주시 흥덕구 강서동 477 MK빌딩 902호,,성형외과,청주,http://www.ispscj.com,,https://m.place.naver.com/place/20266107,Y
이노플러스성형외과의원,전북특별자치도 전주시 덕진구 금암동 1553-5,063-259-9000,성형외과,전주,http://www.innoprs.co.kr,,https://m.place.naver.com/place/13082415,Y
뷰티드림성형외과의원,전북특별자치도 전주시 완산구 효자동2가 1154-1 504호,,성형외과,전주,http://pf.kakao.com/_wUGxhn,,https://m.place.naver.com/place/1806804591,Y
제니성형외과의원,전북특별자치도 전주시 완산구 서신동 970-4 더즌빌딩 5층,031-859-4000,성형외과,전주,http://jennie9758.co.kr,,https://m.place.naver.com/place/1395800427,Y
리후성형외과의원,전북특별자치도 전주시 완산구 효자동2가 1239-4,063-227-3600,성형외과,전주,http://www.rewhops.com/,,https://m.place.naver.com/place/1851898919,Y
강남뷰티업성형외과의원,전북특별자치도 전주시 완산구 효자동2가 1244-1 4층 403호,,성형외과,전주,http://beautyup-ps.co.kr/,,https://m.place.naver.com/place/1846921642,Y
s라인v라인의원,충청남도 천안시 서북구 불당동 1537-1 정석프라자3차,,성형외과,천안,https://slinevline.imweb.me/,,https://m.place.naver.com/place/34883157,Y
오리진성형외과의원,충청남도 천안시 서북구 불당동 1296 지스퀘어 2층,041-561-1135,성형외과,천안,http://www.prslee.com/,,https://m.place.naver.com/place/36477187,Y
유지방의원,충청남도 천안시 동남구 신부동 461-5 선진빌딩 4층,041-552-3993,성형외과,천안,https://www.mybra.co.kr/,,https://m.place.naver.com/place/12889336,Y
몽벨리아성형외과의원,충청남도 천안시 서북구 두정동 935-1 두정패션타운 3층,,성형외과,천안,https://blog.naver.com/drsbc,,https://m.place.naver.com/place/36139301,Y
황일면성형외과의원,충청남도 천안시 동남구 신부동 462-3 남경빌딩,,성형외과,천안,http://www.pshim.co.kr/,,https://m.place.naver.com/place/12849491,Y
브리즈성형외과의원,경기도 안산시 단원구 고잔동 534-2 605호,031-401-7575,성형외과,안산,http://www.breezeps.com/,,https://m.place.naver.com/place/1105428105,Y
김재덕 성형외과의원,경기도 안산시 단원구 고잔동 540-1 동원빌딩 402호,,성형외과,안산,https://blog.naver.com/kjdoc01,,https://m.place.naver.com/place/37916974,Y
맑은누리의원,경기도 안산시 단원구 고잔동 706-5 BYC빌딩 5층,031-411-7979,성형외과,안산,http://www.purenurips.com/,,https://m.place.naver.com/place/36387650,Y
비에이성형외과의원,"경기도 안산시 단원구 고잔동 727-4 시티프라자 206호, 207호",031-485-7575,성형외과,안산,http://bclinic.co.kr,,https://m.place.naver.com/place/31044697,Y
제니스의원,경기도 안산시 상록구 본오동 874-9 상록수상가,1544-4899,성형외과,안산,https://blog.naver.com/uuyouyou77,,https://m.place.naver.com/place/19504199,Y
벨르몬성형외과의원,"제주특별자치도 서귀포시 안덕면 서광리 산24 신화월드 B1층 50호, 52호",064-901-0101,성형외과,제주,https://pf.kakao.com/_ntxcxlxj,,https://m.place.naver.com/place/1409484759,Y
강남케이뷰티성형외과의원,제주특별자치도 제주시 이도이동 1986-20 3층 케이뷰티성형외과,,성형외과,제주,https://blog.naver.com/gkbeauty,,https://m.place.naver.com/place/1227196016,Y
청담루이성형외과의원,제주특별자치도 제주시 노형동 3783 3층,064-712-8999,성형외과,제주,http://cheongdamrui.com/,,https://m.place.naver.com/place/37724091,Y
