업체명,업종,주소,전화번호,톡톡URL,톡톡ID,플레이스URL
WT메소드 일산점,탈모클리닉,경기도 고양시 일산동구 장항동 855 이스턴시티 502호,02-521-1580,http://talk.naver.com/wc0qyk?frm=mnmb&frm=nmb_detail#nafullscreen,wc0qyk,https://m.place.naver.com/place/1284372019
팀유짐 영등포점,복싱,서울특별시 영등포구 영등포동1가 139-5 진영빌딩 3층,028592007,http://talk.naver.com/w40yua?frm=mnmb&frm=nmb_detail#nafullscreen,w40yua,https://m.place.naver.com/place/36717947
아뜰리에 드 포엠,웨딩드레스,서울특별시 영등포구 영등포동2가 139 701호,070-5178-8341,http://talk.naver.com/wcl79z4?frm=mnmb&frm=nmb_detail#nafullscreen,wcl79z4,https://m.place.naver.com/place/2060010164
세무법인 이정,세무사,충청북도 청주시 청원구 율량동 2230,,http://talk.naver.com/w5wip0?frm=mnmb&frm=nmb_detail#nafullscreen,w5wip0,https://m.place.naver.com/place/17202572
윤창현세무사사무소,세무사,충청북도 청주시 청원구 율량동 2226 3층,0437159220 / 0437159220 / 01027339574,http://talk.naver.com/wcfv9c?frm=mnmb&frm=nmb_detail#nafullscreen,wcfv9c,https://m.place.naver.com/place/1385436472
블루디젤모터스 수입차정비,수입차정비,경상남도 창원시 의창구 도계동 423-5 블루디젤모터스,,http://talk.naver.com/w4ogv3?frm=mnmb&frm=nmb_detail#nafullscreen,w4ogv3,https://m.place.naver.com/place/1061199860
이지영어,펜션,서울특별시 성북구 길음동 1171-4 1층,,http://talk.naver.com/w2e4pdy?frm=mnmb&frm=nmb_detail#nafullscreen,w2e4pdy,https://m.place.naver.com/place/11731671
월하정,펜션,서울특별시 성북구 안암동1가 27 1층,,http://talk.naver.com/wyjejhc?frm=mnmb&frm=nmb_detail#nafullscreen,wyjejhc,https://m.place.naver.com/place/2065239378
이쁘다헤어 신월성점,헤어샵,대구광역시 달서구 월성동 1822 에이동 2층 202호 이쁘다헤어 신월성점,,https://talk.naver.com/profile/c/ippudahairsinwolseong,w41fox,https://m.place.naver.com/place/1468738927
트루맨즈 대구본점,헤어샵,대구광역시 달서구 장기동 46-38 1층 트루맨즈,,http://talk.naver.com/w490mm?frm=mnmb&frm=nmb_detail#nafullscreen,w490mm,https://m.place.naver.com/place/1450093357
아이드블랑 신월성점,헤어샵,대구광역시 달서구 월성동 1811 1동 2층 201호,,http://talk.naver.com/w5eoqok?frm=mnmb&frm=nmb_detail#nafullscreen,w5eoqok,https://m.place.naver.com/place/2087219677
홈부동산중개,분양사무소,서울특별시 송파구 문정동 642 테라타워2 A동 G129-2호,,http://talk.naver.com/w4rqhc?frm=mnmb&frm=nmb_detail#nafullscreen,w4rqhc,https://m.place.naver.com/place/1573618932
루덴스실용음악학원,음악학원,경기도 파주시 동패동 1761-3 한울프라자 301호,,http://talk.naver.com/w4hj55?frm=mnmb&frm=nmb_detail#nafullscreen,w4hj55,https://m.place.naver.com/place/37207658
김포중고차매매단지,중고차,경기도 김포시 장기동 1927-2,,http://talk.naver.com/wqwh2j8?frm=mnmb&frm=nmb_detail#nafullscreen,wqwh2j8,https://m.place.naver.com/place/2005939294
김포차차차중고차,중고차,경기도 김포시 고촌읍 전호리 684 2층,01089878289 / 01072960407 / 031-893-4743 / 031-307-1067 / 031-607-1275 / 031-890-1568 / 031-305-0362,http://talk.naver.com/w42ecf?frm=mnmb&frm=nmb_detail#nafullscreen,w42ecf,https://m.place.naver.com/place/1786142689
김포중고차아울렛,중고차,경기도 김포시 통진읍 마송리 494 김포중고차매매,,http://talk.naver.com/w5uq98?frm=mnmb&frm=nmb_detail#nafullscreen,w5uq98,https://m.place.naver.com/place/1211516811
물고기 실용음악학원,음악학원,서울특별시 은평구 불광동 281-178 진우빌딩 3층,023828995,http://talk.naver.com/w4fymw?frm=mnmb&frm=nmb_detail#nafullscreen,w4fymw,https://m.place.naver.com/place/34857142
은진음악학원,음악학원,서울특별시 은평구 진관동 101 은평뉴타운 박석고개 109동 상가 101  102호,,http://talk.naver.com/wgomn8s?frm=mnmb&frm=nmb_detail#nafullscreen,wgomn8s,https://m.place.naver.com/place/21878187
두리인력 강북지사,인력사무소,서울특별시 강북구 번동 446-13 12층 1218호,029902355 / 0247605124 / 020042-4330,http://talk.naver.com/w4w1p8?frm=mnmb&frm=nmb_detail#nafullscreen,w4w1p8,https://m.place.naver.com/place/1757298149
피오라플라워,꽃집,인천광역시 서구 청라동 157-14 청라두손중앙프라자 1층 105호 피오라플라워,,http://talk.naver.com/w4k5an?frm=mnmb&frm=nmb_detail#nafullscreen,w4k5an,https://m.place.naver.com/place/292100206
포엘산부인과의원 부천점,산부인과,경기도 부천시 원미구 역곡동 82-10 오킴스타워 6  7층,0323453004 / 0323453004 / 0323453004 / 0310000000,http://talk.naver.com/w5ybab?frm=mnmb&frm=nmb_detail#nafullscreen,w5ybab,https://m.place.naver.com/place/13329529
스니프아틀라스,상가분양,부산광역시 해운대구 우동 1433 1층 130호,045-2025-0002,http://talk.naver.com/we4za3w?frm=mnmb&frm=nmb_detail#nafullscreen,we4za3w,https://m.place.naver.com/place/2080136962
커튼블라인드,인테리어업체,서울특별시 강북구 미아동 1339-6,,http://talk.naver.com/w5vywv?frm=pnmb&frm=nmb_detail#nafullscreen,w5vywv,https://m.place.naver.com/place/1743120369
진주IT코딩학원,코딩학원,서울특별시 동대문구 제기동 317,,http://talk.naver.com/w4yw7a?frm=mnmb&frm=nmb_detail#nafullscreen,w4yw7a,https://m.place.naver.com/place/1913146711
헨지디자인 강동점,인테리어,서울특별시 강동구 고덕동 353-23 강동 아이파크 더리버몰 3층 헨지디자인 강동점,,http://talk.naver.com/w989y9l?frm=mnmb&frm=nmb_detail#nafullscreen,w989y9l,https://m.place.naver.com/place/1063893186
청담스토리웨딩,웨딩드레스,전북특별자치도 전주시 완산구 효자동3가 1527-5 청담스토리빌딩 5층,,http://talk.naver.com/w5vw1g?frm=mnmb&frm=nmb_detail#nafullscreen,w5vw1g,https://m.place.naver.com/place/30847287
윌로특허법률사무소,특허사무소,서울특별시 영등포구 여의도동 25 5층 513호,,http://talk.naver.com/wp95ngw?frm=mnmb&frm=nmb_detail#nafullscreen,wp95ngw,https://m.place.naver.com/place/1481979562
이로재국제특허법률사무소,특허사무소,서울특별시 영등포구 여의도동 15-24 6층 605호,02-757-6001 / 02-757-6002 / 02-757-6009,http://talk.naver.com/w4voan?frm=mnmb&frm=nmb_detail#nafullscreen,w4voan,https://m.place.naver.com/place/13117496
연세프라임병원,통증의학과,경기도 용인시 기흥구 마북동 482-10,,http://talk.naver.com/wc595l?frm=mnmb&frm=nmb_detail#nafullscreen,wc595l,https://m.place.naver.com/place/451856099
더퍼스트영어수학학원,유아영어,인천광역시 연수구 송도동 98-1 A222호,032-710-0870,http://talk.naver.com/w5t9b4?frm=mnmb&frm=nmb_detail#nafullscreen,w5t9b4,https://m.place.naver.com/place/1639373426
법무법인 태화 김용주변호사사무소,변호사사무소,울산광역시 남구 옥동 289-11 4층,,http://talk.naver.com/w0nwehu?frm=mnmb&frm=nmb_detail#nafullscreen,w0nwehu,https://m.place.naver.com/place/1897013878
스포애니 가산디지털단지역점,PT,서울특별시 금천구 가산동 60-15 삼성리더스타워 지하1층,,http://talk.naver.com/w4dyg0?frm=mnmb&frm=nmb_detail#nafullscreen,w4dyg0,https://m.place.naver.com/place/1001400005
렛츠핏 가산점 헬스&amp;PT,PT,서울특별시 금천구 가산동 150-2 . 신평대일타운 6층,,http://talk.naver.com/w419cd?frm=mnmb&frm=nmb_detail#nafullscreen,w419cd,https://m.place.naver.com/place/1953187618
리치공인중개사사무소,부동산중개,서울특별시 서대문구 창천동 53-23 2층( 창서빌딩),,http://talk.naver.com/w48gfh?frm=mnmb&frm=nmb_detail#nafullscreen,w48gfh,https://m.place.naver.com/place/1424952314
신성부동산,부동산중개,서울특별시 서대문구 홍제동 173-7,,http://talk.naver.com/wc67m9?frm=mnmb&frm=nmb_detail#nafullscreen,wc67m9,https://m.place.naver.com/place/1950034719
집밥밥을공부하다 진천본점,도시락,대구광역시 달서구 진천동 602 301동 리슈몰 1층 120-1  2,8215550971 / 2632102017,http://talk.naver.com/w4eia8?frm=mnmb&frm=nmb_detail#nafullscreen,w4eia8,https://m.place.naver.com/place/1265744635
법률사무소 장원,변호사사무소,서울특별시 마포구 아현동 424-14 영지빌딩 4층 401호,023925510 / 01027626475 / 01027626475 / 023925510 / 023925510 / 02-392-5517,http://talk.naver.com/wvt70o1?frm=mnmb&frm=nmb_detail#nafullscreen,wvt70o1,https://m.place.naver.com/place/1941985165
본큐어한의원,한의원,서울특별시 강남구 청담동 7-19 3층,0319566068,http://talk.naver.com/w4h5fu?frm=mnmb&frm=nmb_detail#nafullscreen,w4h5fu,https://m.place.naver.com/place/1740564243
경희유일한의원,한의원,서울특별시 강남구 역삼동 831-11 2층 201호,02-6953-8221 / 070-7500-8792,http://talk.naver.com/wrret3j?frm=mnmb&frm=nmb_detail#nafullscreen,wrret3j,https://m.place.naver.com/place/2068808298
채온담한의원,한의원,서울특별시 강남구 신사동 660-1 2층,,http://talk.naver.com/wynvgcn?frm=mnmb&frm=nmb_detail#nafullscreen,wynvgcn,https://m.place.naver.com/place/2079145074
스포애니 야탑역점,헬스장,경기도 성남시 분당구 야탑동 360-6 메트로빌딩 8층,,http://talk.naver.com/w5il7f?frm=mnmb&frm=nmb_detail#nafullscreen,w5il7f,https://m.place.naver.com/place/1115298912
렛츠핏 야탑점 헬스&amp;PT,헬스장,경기도 성남시 분당구 야탑동 274-1 4층 1  2호,,http://talk.naver.com/w4w1w0?frm=mnmb&frm=nmb_detail#nafullscreen,w4w1w0,https://m.place.naver.com/place/1320604673
안녕한의원,한의원,서울특별시 종로구 견지동 110 대성스카이렉스 3층 안녕한의원,,http://talk.naver.com/wchzdv?frm=mnmb&frm=nmb_detail#nafullscreen,wchzdv,https://m.place.naver.com/place/1235607913
터한의원 광화문점,한의원,서울특별시 종로구 종로1가 24 307호  308-1호  308-2호  309-1호,05119119119,http://talk.naver.com/wmd8djk?frm=mnmb&frm=nmb_detail#nafullscreen,wmd8djk,https://m.place.naver.com/place/2076008882
바오 마사지 미사점,에스테틱,경기도 하남시 망월동 1105 2층 220호  221호,,http://talk.naver.com/w63m4om?frm=mnmb&frm=nmb_detail#nafullscreen,w63m4om,https://m.place.naver.com/place/1416660119
오늘내일도더쉼마사지 미사본점,에스테틱,경기도 하남시 망월동 1127 201동 2층 2-165호,,http://talk.naver.com/w4e1ce?frm=mnmb&frm=nmb_detail#nafullscreen,w4e1ce,https://m.place.naver.com/place/1642279492
스타정통마사지 미사점,에스테틱,경기도 하남시 망월동 1116 큐브앤타워 3층,,http://talk.naver.com/wwqn1nw?frm=mnmb&frm=nmb_detail#nafullscreen,wwqn1nw,https://m.place.naver.com/place/1720998362
서울 스테이 목동하우스,게스트하우스,서울특별시 양천구 목동 711-18,,http://talk.naver.com/w5vw4f?frm=pnmb&frm=nmb_detail#nafullscreen,w5vw4f,https://m.place.naver.com/place/1731037187
노랑나비풋앤바디 대구마사지 북구침산점,에스테틱,대구광역시 북구 칠성동2가 73-11 노랑나비풋앤바디,,http://talk.naver.com/w5yfya?frm=mnmb&frm=nmb_detail#nafullscreen,w5yfya,https://m.place.naver.com/place/37647737
가꾸다 대구본점,에스테틱,대구광역시 중구 덕산동 127-23 4층,0534750090 / 0534750090,http://talk.naver.com/w4r69q?frm=mnmb&frm=nmb_detail#nafullscreen,w4r69q,https://m.place.naver.com/place/1491924622
고운빛깔에스테틱 대구점,에스테틱,대구광역시 중구 공평동 16-22 3층,,http://talk.naver.com/wex8mgx?frm=mnmb&frm=nmb_detail#nafullscreen,wex8mgx,https://m.place.naver.com/place/2091388898
퍼스트공인중개사사무소,오피스텔분양,경기도 시흥시 정왕동 2720 퍼스트프라자 117호,,http://talk.naver.com/w49qkf?frm=mnmb&frm=nmb_detail#nafullscreen,w49qkf,https://m.place.naver.com/place/1259988471
가구톡세상 군자점,상가인테리어,서울특별시 광진구 군자동 467-21 1층  2층,,http://talk.naver.com/wb12fiq?frm=mnmb&frm=nmb_detail#nafullscreen,wb12fiq,https://m.place.naver.com/place/1242938958
대구JK병원 두피문신센터,두피관리,대구광역시 수성구 수성동2가 173 10층,053-719-0035 / 053-766-4500,http://talk.naver.com/wp0o89k?frm=mnmb&frm=nmb_detail#nafullscreen,wp0o89k,https://m.place.naver.com/place/2097683436
헤솔두피클리닉스 대구범어점,두피관리,대구광역시 수성구 범어동 557-19 범어엔타워 801호(1층이디야건물),,http://talk.naver.com/w49ach?frm=mnmb&frm=nmb_detail#nafullscreen,w49ach,https://m.place.naver.com/place/1240026721
운산 자동차 공업사,자동차검사,경기도 광명시 하안동 323-2,,http://talk.naver.com/w4u31y?frm=mnmb&frm=nmb_detail#nafullscreen,w4u31y,https://m.place.naver.com/place/13501792
마노뷰티 눈썹&amp;속눈썹,속눈썹,울산광역시 남구 달동 639-7,,http://talk.naver.com/wux5bcu?frm=mnmb&frm=nmb_detail#nafullscreen,wux5bcu,https://m.place.naver.com/place/1021956644
더나인 속눈썹 왁싱 울산점,속눈썹,울산광역시 남구 달동 1366-13 2층,,http://talk.naver.com/wce370?frm=mnmb&frm=nmb_detail#nafullscreen,wce370,https://m.place.naver.com/place/1414499128
에일린뷰티샵 속눈썹브로우바피부 울산달동점,속눈썹,울산광역시 남구 달동 1326-15 2층 203호,,http://talk.naver.com/w4xsui?frm=mnmb&frm=nmb_detail#nafullscreen,w4xsui,https://m.place.naver.com/place/1983165760
브로우코드 울산점,속눈썹,울산광역시 남구 신정동 649-12 4층,,http://talk.naver.com/wc10sdl?frm=mnmb&frm=nmb_detail#nafullscreen,wc10sdl,https://m.place.naver.com/place/1622726782
비바필라테스 청담,필라테스,서울특별시 강남구 청담동 62-12 2층,025493010,http://talk.naver.com/wccsge?frm=mnmb&frm=nmb_detail#nafullscreen,wccsge,https://m.place.naver.com/place/34907474
입주청소,입주청소,인천광역시 부평구 부평동 152-1 4층,,http://talk.naver.com/w4dtxc?frm=mnmb&frm=nmb_detail#nafullscreen,w4dtxc,https://m.place.naver.com/place/1823396383
입주청소,입주청소,인천광역시 부평구 산곡동 294-35,,http://talk.naver.com/wq3kqui?frm=mnmb&frm=nmb_detail#nafullscreen,wq3kqui,https://m.place.naver.com/place/1185282162
입주청소,입주청소,인천광역시 부평구 삼산동 460-7 501호,,http://talk.naver.com/w5y8gw?frm=mnmb&frm=nmb_detail#nafullscreen,w5y8gw,https://m.place.naver.com/place/1807677704
비끄아트 파주운정점,미술학원,경기도 파주시 목동동 1134 3층 301호,,http://talk.naver.com/wfl4tvs?frm=mnmb&frm=nmb_detail#nafullscreen,wfl4tvs,https://m.place.naver.com/place/2070421315
홍익이지아트,미술학원,경기도 파주시 동패동 2079-3 7층 703호,,http://talk.naver.com/wpk0mbh?frm=mnmb&frm=nmb_detail#nafullscreen,wpk0mbh,https://m.place.naver.com/place/1003151066
검단예쁨의원,성형외과,인천광역시 서구 왕길동 663-4 유영빌딩 11층,,http://talk.naver.com/w5yjn1?frm=mnmb&frm=nmb_detail#nafullscreen,w5yjn1,https://m.place.naver.com/place/1012922739
화인마취통증의학과의원 부산서면역,정형외과,부산광역시 부산진구 부전동 485-26 5층,0518051919 / 0518051919 / 0518051919 / 0518051919 / 0518051919,http://talk.naver.com/w2nh6xi?frm=mnmb&frm=nmb_detail#nafullscreen,w2nh6xi,https://m.place.naver.com/place/1663173270
리젤마취통증의학과의원 부산서면,정형외과,부산광역시 부산진구 부전동 396-14 라이프빌리지 5층  6층,051.804.7579 / 051.804.7579 / 051.804.7579 / 051.804.7579 / 051.804.7579 / 051.804.7579 / 051.804.7579,http://talk.naver.com/w44iu5?frm=mnmb&frm=nmb_detail#nafullscreen,w44iu5,https://m.place.naver.com/place/1519589573
변호사 법무법인 혜암 서울은평분사무소,변호사사무소,서울특별시 은평구 응암동 110-53 2층,,http://talk.naver.com/wf1eynw?frm=mnmb&frm=nmb_detail#nafullscreen,wf1eynw,https://m.place.naver.com/place/1695373024
법무법인 빛 은평분사무소,변호사사무소,서울특별시 은평구 대조동 187-46,,http://talk.naver.com/w4rcev?frm=mnmb&frm=nmb_detail#nafullscreen,w4rcev,https://m.place.naver.com/place/1406111573
노무법인 온지,노무사,경상남도 창원시 의창구 사림동 165-14 한마음빌딩 703호,0552620175 / 055-262-0176 / 02-3663-0175 / 02-3663-0176 / 051-917-0175 / 051-939-0175,http://talk.naver.com/wq3ljcl?frm=mnmb&frm=nmb_detail#nafullscreen,wq3ljcl,https://m.place.naver.com/place/1289881948
공유오피스 슈가맨워크 용인기흥역점,부동산,경기도 용인시 기흥구 구갈동 383 2층,,http://talk.naver.com/w4efpa?frm=mnmb&frm=nmb_detail#nafullscreen,w4efpa,https://m.place.naver.com/place/1927440434
한옥스테이라온,펜션,경기도 수원시 팔달구 신풍동 116-34 1층 한옥스테이라온,,http://talk.naver.com/wje89zx?frm=mnmb&frm=nmb_detail#nafullscreen,wje89zx,https://m.place.naver.com/place/1279909364
언덕위기와집,펜션,경기도 수원시 팔달구 남창동 56-12 2층,,http://talk.naver.com/w5ycpv?frm=mnmb&frm=nmb_detail#nafullscreen,w5ycpv,https://m.place.naver.com/place/1144693857
원탑타이어,타이어,경상북도 포항시 남구 효자동 118-1 A동,,http://talk.naver.com/w19bipr?frm=mnmb&frm=nmb_detail#nafullscreen,w19bipr,https://m.place.naver.com/place/2093402655
분당탑토익학원,토익학원,경기도 성남시 분당구 서현동 249-2 6층,,http://talk.naver.com/w4u0my?frm=mnmb&frm=nmb_detail#nafullscreen,w4u0my,https://m.place.naver.com/place/1037761193
이제이플러스어학원,토익학원,경기도 성남시 분당구 서현동 251-1 야베스밸리 8층,,http://talk.naver.com/wc41zv?frm=mnmb&frm=nmb_detail#nafullscreen,wc41zv,https://m.place.naver.com/place/13091477
